Nom_Reg;25/10/2020;26/10/2020;27/10/2020;28/10/2020;29/10/2020;30/10/2020;31/10/2020;01/11/2020;02/11/2020;03/11/2020;04/11/2020;05/11/2020;06/11/2020
R7;179.143;179.947;181.158;182.0537;184.1825;178.0058;179.870;178.98;179.067;179.189;179.3514;179.3216;178.972
